client_id,recency_days,frequency,monetary_value,avg_transaction_amount,transaction_amount_volatility,customer_tenure_days,avg_balance,min_balance,max_balance,balance_range,monetary_per_transaction,total_account_count,loan_count,card_count,permanent_order_count,product_diversity_score,total_loan_amount,avg_loan_amount,active_loans,completed_loans,in_progress_loans,defaulted_loans,gold_cards,classic_cards,junior_cards,avg_order_amount,total_order_amount,loan_default_rate,credit_transaction_count,withdrawal_transaction_count,credit_amount,withdrawal_amount,avg_credit_amount,avg_withdrawal_amount,operation_type_diversity,transaction_type_diversity,transaction_category_diversity,cash_deposit_count,card_withdrawal_count,cash_withdrawal_count,collection_from_bank_count,remittance_to_bank_count,avg_account_balance,balance_volatility,weekend_transaction_count,weekday_transaction_count,transaction_day_diversity,weekend_transaction_ratio,credit_transaction_ratio,credit_withdrawal_ratio,clv_indicator,churn_risk,cross_sell_potential,engagement_score
326,1,258,1228043.9999999998,9173.880620155054,10309.271304527909,1439,63277.700775193865,1100.0,116900.4,115800.4,4759.860465116278,1,0,1,1,3,0.0,0.0,0,0,0,0,1,0,0,5462.0,5462.0,0.0,96,162,1228043.9999999998,1138817.199999999,12792.124999999998,7029.735802469129,4,2,3,49,7,113,0,42,63277.700775193865,17332.680128941665,75,183,7,0.29069767441860467,0.37209302325581395,1.0783504147987937,614022.7,0.6,1,82.6
328,1,142,205637.40000000002,2480.8999999999965,2818.652710701716,871,44847.65845070421,400.0,62742.8,62342.8,1448.1507042253522,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,1535.0,1535.0,0.0,59,83,205637.40000000002,146650.40000000014,3485.3796610169497,1766.872289156628,4,2,4,1,0,59,29,24,44847.65845070421,12783.800084183767,43,99,7,0.3028169014084507,0.4154929577464789,1.402228701728736,102819.10000000002,0.6,2,77.6
330,1,488,1035305.4999999997,4160.082991803279,5040.803624433338,2000,33734.515163934426,700.0,62747.1,62047.1,2121.5276639344256,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,2324.775,9299.1,0.0,162,314,1035305.4999999997,920419.0,6390.774691358022,2931.270700636943,4,3,5,32,0,143,65,183,33734.515163934426,9183.612639157542,144,344,7,0.29508196721311475,0.3403361344537815,1.1248197831639717,517653.1499999998,0.6,2,81.6
351,1,381,1093983.7999999996,5619.212598425208,6664.930849844517,1751,40959.122309711325,300.0,69171.4,68871.4,2871.348556430445,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4183.0,8366.0,0.0,117,264,1093983.7999999996,1046936.1999999988,9350.288888888885,3965.6674242424197,3,2,4,60,0,159,0,105,40959.122309711325,8796.470078637538,105,276,7,0.2755905511811024,0.30708661417322836,1.0449383639614342,546992.2999999998,0.6,2,77.6
353,1,169,1343020.2999999998,15410.709467455627,16382.578459987551,572,62776.92307692311,7419.2,168515.4,161096.19999999998,7946.865680473372,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,4976.3,14928.9,0.0,67,91,1343020.2999999998,1108850.5999999996,20045.07910447761,12185.171428571424,3,3,4,48,0,69,0,33,62776.92307692311,31373.503642055846,65,104,7,0.38461538461538464,0.4240506329113924,1.2111823720887198,671510.5499999999,0.6,2,81.6
360,1,165,152933.99999999997,1768.5903030303036,1886.6880617808445,1052,15898.633333333322,300.0,24954.7,24654.7,926.872727272727,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2646.0,2646.0,0.0,75,90,152933.99999999997,138883.40000000017,2039.1199999999997,1543.1488888888907,4,2,3,7,0,60,34,30,15898.633333333322,4242.994738882837,49,116,7,0.296969696969697,0.45454545454545453,1.1011683181719325,76467.4,0.6,2,77.6
362,1,52,185335.90000000002,6543.705769230772,7649.11991419475,395,28743.403846153848,1100.0,46829.1,45729.1,3564.1519230769236,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,30,22,185335.90000000002,154936.8,6177.863333333334,7042.581818181818,2,2,2,17,0,22,0,0,28743.403846153848,10479.306147494983,14,38,7,0.2692307692307692,0.5769230769230769,1.1962032260896058,92668.05000000002,19.8,3,63.0
13,1,156,549950.2999999999,6670.5455128205085,7336.052021901445,856,47792.12692307692,1100.0,83410.1,82310.1,3525.3224358974353,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4188.5,8377.0,0.0,59,97,549950.2999999999,490654.79999999946,9321.191525423728,5058.29690721649,3,2,3,31,0,74,0,23,47792.12692307692,12152.308228917904,43,113,7,0.27564102564102566,0.3782051282051282,1.1208497297896618,274975.54999999993,0.6,2,77.6
15,1,106,121432.30000000002,2044.8235849056607,2395.8970178819436,626,20142.70188679245,1100.0,29053.0,27953.0,1145.5877358490568,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1796.0,3592.0,0.0,39,67,121432.30000000002,95319.00000000009,3113.6487179487185,1422.671641791046,4,2,5,1,0,37,20,30,20142.70188679245,5000.981904138474,33,73,7,0.3113207547169811,0.36792452830188677,1.2739569235934065,60716.55000000001,0.6,2,77.6
30,1,140,354856.6,4915.218571428571,5930.368119836652,757,27687.502142857156,1000.0,49091.2,48091.2,2534.69,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3931.0,7862.0,0.0,52,88,354856.6,333274.0000000001,6824.165384615384,3787.204545454547,3,2,4,27,0,46,0,42,27687.502142857156,9508.042723134915,39,101,7,0.2785714285714286,0.37142857142857144,1.064759327160234,177428.69999999998,0.6,2,77.6
32,1,351,1761404.3999999994,9888.995441595456,10088.686126357126,1972,32862.65954415955,800.0,83469.3,82669.3,5018.246153846152,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,10387.0,10387.0,0.0,133,204,1761404.3999999994,1528995.9999999986,13243.642105263154,7495.078431372543,4,3,3,3,0,158,65,60,32862.65954415955,13040.528282382418,103,248,7,0.2934472934472934,0.39465875370919884,1.15200065925614,880702.5999999997,0.6,2,81.6
47,1,399,414927.69999999984,2038.9461152882172,2343.245555569704,1927,24918.139348370874,1100.0,36322.3,35222.3,1039.9190476190472,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1557.5,3115.0,0.0,124,275,414927.69999999984,398611.79999999865,3346.191129032257,1449.4974545454497,4,2,5,1,0,157,63,118,24918.139348370874,5073.961033228124,113,286,7,0.2832080200501253,0.3107769423558897,1.0409318038251785,207464.2499999999,0.6,2,77.6
49,1,71,327942.9,7818.564788732392,8390.091419748802,517,58751.75774647886,800.0,100992.3,100192.3,4618.914084507042,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,36,35,327942.9,227175.19999999998,9109.525000000001,6490.719999999999,2,2,2,19,0,35,0,0,58751.75774647886,18791.184984064552,23,48,7,0.323943661971831,0.5070422535211268,1.4435682239962815,163971.55,12.200000000000001,3,66.80000000000001
64,1,150,159865.69999999998,1991.6206666666621,1890.4424283233157,1047,16824.92466666667,300.0,23445.0,23145.0,1065.7713333333331,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3086.0,3086.0,0.0,65,85,159865.69999999998,138877.40000000017,2459.4723076923074,1633.8517647058843,4,2,4,1,0,56,34,29,16824.92466666667,3377.8352061824453,43,107,7,0.2866666666666667,0.43333333333333335,1.1511282613297757,79933.25,0.6,2,77.6
66,1,255,1009432.6999999998,7670.041176470602,9139.601372843274,1321,43838.776862745086,700.0,77725.9,77025.9,3958.5596078431367,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4107.0,4107.0,0.0,87,168,1009432.6999999998,946427.7999999991,11602.674712643677,5633.498809523804,3,2,3,44,0,129,0,39,43838.776862745086,12434.035041428511,75,180,7,0.29411764705882354,0.3411764705882353,1.0665712693562053,504716.7499999999,0.6,2,77.6
81,1,245,478821.9,3735.5938775510162,3888.2559566401524,1413,38459.73959183675,500.0,60183.7,59683.7,1954.3751020408165,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4150.0,4150.0,0.0,101,144,478821.9,436398.59999999905,4740.810891089109,3030.5458333333268,3,2,3,55,0,102,0,42,38459.73959183675,8816.65030287228,74,171,7,0.3020408163265306,0.4122448979591837,1.097212273366599,239411.35,0.6,2,77.6
83,1,496,1382682.6999999997,5435.069556451623,8573.96789780713,1763,51627.163306451606,700.0,94859.8,94159.8,2787.666733870967,1,0,1,4,3,0.0,0.0,0,0,0,0,0,0,4,1089.75,4359.0,0.0,118,378,1382682.6999999997,1313111.7999999989,11717.649999999998,3473.8407407407376,4,2,5,60,22,143,0,213,51627.163306451606,13827.955706504019,141,355,7,0.2842741935483871,0.23790322580645162,1.0529817034619602,691342.0499999999,0.6,1,82.6
98,1,431,725598.3000000003,3289.925986078899,3566.347244753414,2086,24506.467749419964,500.0,42434.7,41934.7,1683.5227378190261,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3075.0,6150.0,0.0,147,284,725598.3000000003,692359.7999999985,4936.042857142859,2437.8866197183047,3,2,4,79,0,156,0,128,24506.467749419964,6646.392105646741,126,305,7,0.2923433874709977,0.34106728538283065,1.0480075532981576,362799.5500000001,0.6,2,77.6
100,1,211,1239517.5999999996,11255.51469194313,12736.119203704615,1103,47136.30900473935,1100.0,133183.8,132083.8,5874.490995260661,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,7080.5,14161.0,0.0,93,109,1239517.5999999996,1040816.0,13328.146236559136,9548.770642201835,3,3,3,57,0,85,0,33,47136.30900473935,28438.604467682635,59,152,7,0.2796208530805687,0.4603960396039604,1.1909094402853142,619759.1999999998,0.6,2,81.6
130,1,241,794900.5,6360.267634854787,6924.478754566868,1393,52509.60248962657,800.0,88608.7,87808.7,3298.3423236514523,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,4803.0,4803.0,0.0,94,147,794900.5,737923.9999999991,8456.38829787234,5019.891156462579,4,2,3,49,9,98,0,40,52509.60248962657,10863.49929653162,74,167,7,0.3070539419087137,0.3900414937759336,1.0772118808983053,397450.95,0.6,1,82.6
132,1,209,751639.3000000002,6839.223444976072,9583.919741153955,898,45365.27846889956,900.0,79652.2,78752.2,3596.3602870813406,1,1,1,3,4,487728.0,162576.0,0,0,3,0,0,3,0,2554.6666666666665,7664.0,0.0,61,148,751639.3000000002,677758.3999999994,12321.95573770492,4579.448648648645,4,2,5,32,5,79,0,64,45365.27846889956,12038.959868371934,57,152,7,0.2727272727272727,0.291866028708134,1.109007723106052,375820.6500000001,0.6,0,87.6
147,1,334,338908.19999999984,1959.3790419161628,1905.896736497037,2120,17649.021556886226,200.0,27494.4,27294.4,1014.6952095808379,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3016.0,3016.0,0.0,135,199,338908.19999999984,315524.3999999985,2510.43111111111,1585.549748743711,4,2,4,1,0,134,69,65,17649.021556886226,3612.4579345430807,92,242,7,0.2754491017964072,0.4041916167664671,1.0741109086967646,169454.4999999999,0.6,2,77.6
149,1,70,51534.1,1278.6042857142854,1676.9897765225278,369,17890.788571428577,800.0,26468.4,25668.4,736.2014285714286,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,664.3333333333334,1993.0,0.0,29,41,51534.1,37968.19999999999,1777.0379310344827,926.0536585365851,4,2,5,5,0,19,12,22,17890.788571428577,4624.413267962846,21,49,7,0.3,0.4142857142857143,1.3572963690667457,25767.449999999997,12.600000000000001,2,71.6
164,1,181,736250.2999999998,7861.501104972373,10546.886253550483,896,37759.40552486188,900.0,81957.5,81057.5,4067.681215469612,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2125.5,4251.0,0.0,59,122,736250.2999999998,686681.4000000001,12478.818644067793,5628.536065573771,3,2,4,30,0,73,0,49,37759.40552486188,15297.253422307635,49,132,7,0.27071823204419887,0.3259668508287293,1.0721861695977197,368125.5499999999,0.6,2,77.6
181,1,394,373456.00000000023,1833.9527918781694,1968.2872990128442,1943,19095.78248730965,1000.0,34425.3,33425.3,947.8578680203052,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1539.5,3079.0,0.0,147,247,373456.00000000023,349121.3999999986,2540.517006802723,1413.4469635627474,3,2,4,83,0,127,0,120,19095.78248730965,4877.381385092484,107,287,7,0.2715736040609137,0.3730964467005076,1.069702401514206,186728.4000000001,0.6,2,77.6
183,1,196,210060.39999999997,2048.40102040816,2226.001724766997,994,19915.78214285714,1100.0,35745.9,34645.9,1071.7367346938775,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1709.5,3419.0,0.0,76,120,210060.39999999997,191426.20000000016,2763.9526315789467,1595.2183333333346,3,2,4,44,0,64,0,56,19915.78214285714,5359.7559830541195,56,140,7,0.2857142857142857,0.3877551020408163,1.097344041724695,105030.59999999999,0.6,2,77.6
198,30,51,157152.5000000001,5518.676470588235,9669.97137740517,840,26588.617647058833,200.0,67994.1,67794.1,3081.421568627453,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,32,19,157152.5000000001,124300.0,4911.015625000003,6542.105263157895,2,2,1,11,0,19,0,0,26588.617647058833,13013.909767809277,13,38,7,0.2549019607843137,0.6274509803921569,1.2643000804505236,78570.55000000005,37.6,3,51.2
215,1,274,1481270.5999999994,10550.070072992701,14992.31817097544,872,49256.08978102193,800.0,126552.7,125752.7,5406.097080291968,1,1,0,4,3,109824.0,27456.0,4,0,0,0,0,0,0,1746.325,6985.3,0.0,82,183,1481270.5999999994,1313061.6,18064.27560975609,7175.200000000001,3,3,6,53,0,102,0,90,49256.08978102193,24818.10550421218,80,194,7,0.291970802919708,0.30943396226415093,1.128104424042253,740635.9999999998,0.6,1,86.6
217,1,76,49459.6,1063.6473684210537,1129.725067848949,482,13331.223684210525,1000.0,18081.7,17081.7,650.7842105263157,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,993.5,1987.0,0.0,33,43,49459.6,31377.599999999984,1498.7757575757576,729.7116279069763,4,2,4,1,0,21,16,22,13331.223684210525,3029.3605213364185,21,55,7,0.27631578947368424,0.4342105263157895,1.5762709703737705,24730.199999999997,10.2,2,72.80000000000001
230,1,385,897883.4999999998,4483.875584415595,6306.592695518133,1401,32975.58233766234,500.0,69474.4,68974.4,2332.1649350649345,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,2277.5,9110.0,0.0,97,288,897883.4999999998,828408.599999999,9256.530927835049,2876.4187499999966,3,2,5,51,0,124,0,164,32975.58233766234,10634.000453872855,112,273,7,0.2909090909090909,0.2519480519480519,1.0838654982577447,448942.14999999985,0.6,2,77.6
232,1,349,423251.10000000003,2339.701146131801,2384.902595639563,2184,26035.69512893983,300.0,39283.8,38983.8,1212.7538681948424,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3583.0,3583.0,0.0,139,210,423251.10000000003,393304.59999999846,3044.9719424460436,1872.8790476190402,4,2,4,1,0,143,71,67,26035.69512893983,5880.685128960929,100,249,7,0.28653295128939826,0.3982808022922636,1.0761407316365017,211625.95,0.6,2,77.6
247,1,71,133663.1,3127.59295774648,3002.5323324688975,450,35806.009859154925,1000.0,45526.9,44526.9,1882.5788732394367,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4297.0,4297.0,0.0,37,34,133663.1,88396.00000000006,3612.5162162162164,2599.8823529411784,3,2,3,22,0,24,0,10,35806.009859154925,8623.098982536161,19,52,7,0.2676056338028169,0.5211267605633803,1.512094438662382,66831.95000000001,12.200000000000001,2,71.80000000000001
264,1,255,767863.6,5835.607843137264,7180.2319127451765,1213,54036.593333333316,500.0,81085.1,80585.1,3011.2298039215684,1,0,1,2,3,0.0,0.0,0,0,0,0,0,0,2,2662.0,5324.0,0.0,80,175,767863.6,720216.3999999992,9598.295,4115.522285714281,4,2,4,41,1,104,0,70,54036.593333333316,11877.102117887951,74,181,7,0.2901960784313726,0.3137254901960784,1.066156782878036,383932.5,0.6,1,82.6
266,1,139,617632.7000000005,8465.836690647482,9198.411413494445,793,42831.63525179854,300.0,69997.5,69697.5,4443.400719424464,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7896.0,7896.0,0.0,54,85,617632.7000000005,559118.6000000001,11437.642592592603,6577.865882352942,3,2,3,28,0,63,0,22,42831.63525179854,11921.071403020927,44,95,7,0.31654676258992803,0.38848920863309355,1.1046541824936613,308816.75000000023,0.6,2,77.6
300,1,208,1225190.6999999997,11610.811057692328,11810.57351262519,1370,40076.162019230745,700.0,74702.6,74002.6,5890.339903846152,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2484.9,2484.9,0.0,91,103,1225190.6999999997,1007184.0000000002,13463.634065934062,9778.485436893206,3,3,2,1,0,117,45,0,40076.162019230745,13609.228983550762,61,147,7,0.2932692307692308,0.4690721649484536,1.2164517109088304,612595.7499999999,0.6,2,81.6
315,1,144,117453.40000000001,1482.0944444444451,1806.8132899843376,816,17089.293055555565,200.0,26402.3,26202.3,815.6486111111112,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1276.5,2553.0,0.0,57,87,117453.40000000001,95968.19999999997,2060.585964912281,1103.0827586206892,4,2,4,3,0,42,27,45,17089.293055555565,4507.28313829544,42,102,7,0.2916666666666667,0.3958333333333333,1.2238783263622746,58727.100000000006,0.6,2,77.6
317,1,161,860922.0000000001,10378.490683229813,12144.40809464793,728,59608.34782608697,1100.0,135863.0,134763.0,5347.3416149068335,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,6145.0,6145.0,0.0,65,87,860922.0000000001,729825.0,13244.953846153849,8388.793103448275,3,3,3,41,0,73,0,23,59608.34782608697,23162.424316277036,50,111,7,0.3105590062111801,0.4276315789473684,1.1796279930120235,430461.4,0.6,2,81.6
332,1,208,125300.0,1117.8009615384624,1267.0419873391027,1095,17578.780288461545,800.0,22668.4,21868.4,602.4038461538462,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1130.0,2260.0,0.0,73,135,125300.0,107202.60000000018,1716.4383561643835,794.0933333333347,4,2,2,1,0,73,36,62,17578.780288461545,3317.783402869041,60,148,7,0.28846153846153844,0.35096153846153844,1.168814935458653,62650.4,0.6,2,77.6
334,1,299,1668478.2000000002,10858.391973244146,13488.961742551426,1706,61413.62842809365,500.0,142645.6,142145.6,5580.1946488294325,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,2682.3,2682.3,0.0,137,145,1668478.2000000002,1364800.0,12178.67299270073,9412.413793103447,3,3,2,81,8,154,0,0,61413.62842809365,29506.52562345058,94,205,7,0.31438127090301005,0.4858156028368794,1.222507473622509,834239.8000000002,0.6,1,86.6
347,1,174,848680.5999999999,9557.824137931037,9855.86040645042,1010,37723.61321839079,300.0,74623.2,74323.2,4877.474712643678,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,9848.0,9848.0,0.0,68,106,848680.5999999999,814380.8000000002,12480.597058823527,7682.837735849058,4,2,3,35,10,67,0,29,37723.61321839079,13412.68120227536,49,125,7,0.28160919540229884,0.39080459770114945,1.042117643245027,424340.99999999994,0.6,1,82.6
349,1,357,287812.19999999984,1569.401680672265,1692.5020300379517,1892,18807.997198879555,600.0,27025.0,26425.0,806.1966386554617,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1172.0,2344.0,0.0,121,236,287812.19999999984,272464.2000000003,2378.6132231404945,1154.5093220338995,4,2,5,1,0,120,62,116,18807.997198879555,3242.533753749598,102,255,7,0.2857142857142857,0.3389355742296919,1.0563303362423375,143906.4999999999,0.6,2,77.6
364,1,368,2737626.999999999,14649.142391304358,15884.566446116383,2097,71412.94510869564,600.0,154088.3,153488.3,7439.203804347823,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,181,173,2737626.999999999,2454934.4000000004,15125.011049723751,14190.372254335261,2,3,2,112,0,187,0,0,71412.94510869564,25768.212354613563,101,267,7,0.27445652173913043,0.5112994350282486,1.1151528122299312,1368813.5999999996,0.6,3,76.6
381,1,142,105935.4,1312.777464788733,1376.8575321157546,909,17431.534507042263,700.0,27975.3,27275.3,746.0239436619718,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2294.0,2294.0,0.0,61,81,105935.4,80479.00000000015,1736.6459016393442,993.5679012345697,4,2,2,1,0,55,30,26,17431.534507042263,4114.362967591006,40,102,7,0.28169014084507044,0.4295774647887324,1.3163110873644033,52968.1,0.6,2,77.6
383,1,223,1415124.2999999996,12577.952017937218,14677.433894615075,1071,39265.57309417042,700.0,109016.3,108316.3,6345.848878923765,1,1,0,2,3,133680.0,66840.0,0,0,2,0,0,0,0,8238.0,16476.0,0.0,74,140,1415124.2999999996,1285221.0,19123.301351351347,9180.15,4,3,4,4,0,98,35,51,39265.57309417042,17914.321437717543,63,160,7,0.2825112107623318,0.34579439252336447,1.1010746789851704,707562.8499999999,0.6,1,86.6
398,1,85,93453.70000000003,1983.3282352941183,2066.286018071792,513,16929.550588235295,5376.0,26542.6,21166.6,1099.4552941176473,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1724.0,3448.0,0.0,35,50,93453.70000000003,75129.19999999998,2670.105714285715,1502.5839999999996,4,2,5,1,0,24,17,26,16929.550588235295,3979.7560745012024,27,58,7,0.3176470588235294,0.4117647058823529,1.2439064970743738,46727.250000000015,6.6000000000000005,2,74.6
400,1,79,106121.7,2521.0088607594944,2781.8483683349195,470,19064.62025316456,600.0,28582.3,27982.3,1343.312658227848,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1216.0,2432.0,0.0,29,50,106121.7,93037.99999999999,3659.368965517241,1860.7599999999998,4,2,5,1,0,28,15,22,19064.62025316456,4606.7056865683735,23,56,7,0.2911392405063291,0.3670886075949367,1.1406274855435414,53061.25,8.999999999999998,2,73.4
432,1,364,810803.3999999993,4227.894505494521,4701.608386484286,1891,41640.40576923078,700.0,89881.1,89181.1,2227.481868131866,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4771.0,4771.0,0.0,137,227,810803.3999999993,728150.1999999987,5918.272992700725,3207.7101321585847,3,2,3,75,0,169,0,58,41640.40576923078,15132.847973715501,103,261,7,0.28296703296703296,0.37637362637362637,1.1135111959043626,405402.0999999996,0.6,2,77.6
434,1,178,674151.5000000001,7152.878089887634,7973.326051691317,1025,56427.594382022464,1000.0,79900.8,78900.8,3787.3679775280907,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,4188.0,4188.0,0.0,68,110,674151.5000000001,599060.8000000002,9913.992647058825,5446.0072727272745,4,2,3,35,7,74,0,29,56427.594382022464,11033.068959247812,52,126,7,0.29213483146067415,0.38202247191011235,1.1253473770942781,337076.45000000007,0.6,1,82.6
451,1,131,178639.69999999998,2275.1152671755735,5319.271497033189,882,39709.28549618321,800.0,72112.6,71312.6,1363.6618320610685,1,0,1,0,2,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,77,54,178639.69999999998,119400.39999999997,2319.9961038961037,2211.1185185185177,3,2,2,48,7,47,0,0,39709.28549618321,12101.173878132124,38,93,7,0.2900763358778626,0.5877862595419847,1.496139878928379,89320.25,0.6,2,77.6
423,1,419,1556661.0,7306.84868735085,8196.890311030713,2181,47816.73914081135,800.0,91954.1,91154.1,3715.18138424821,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7875.0,7875.0,0.0,146,273,1556661.0,1504908.5999999985,10662.061643835616,5512.485714285709,3,2,3,75,0,206,0,67,47816.73914081135,14368.793057977153,122,297,7,0.2911694510739857,0.34844868735083534,1.0343890652229655,778330.9,0.6,2,77.6
424,1,379,2000732.5000000002,10410.830343007927,12000.337965027109,1845,43980.638522427435,-2762.6,142312.3,145074.9,5278.977572559367,1,1,0,1,3,187224.0,187224.0,0,1,0,0,0,0,0,7801.2,7801.2,0.0,150,185,2000732.5000000002,1422489.1999999988,13338.216666666669,7689.130810810804,3,3,4,89,0,207,0,22,43980.638522427435,27270.205332049907,109,270,7,0.287598944591029,0.44776119402985076,1.4065010124505704,1000366.9500000002,0.6,1,86.6
441,1,336,2385028.2000000007,13888.569642857157,15220.358019443263,1701,68598.04821428574,1000.0,162310.3,161310.3,7098.298214285716,1,0,1,0,2,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,141,172,2385028.2000000007,2050486.1999999988,16915.09361702128,11921.43139534883,3,3,2,86,4,191,0,0,68598.04821428574,28905.891118293188,100,236,7,0.2976190476190476,0.4504792332268371,1.1631525245085785,1192514.5000000005,0.6,2,81.6
442,1,93,79480.79999999997,1420.232258064517,1389.7800377383235,711,21623.49139784946,1100.0,27808.9,26708.9,854.6322580645159,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2221.0,2221.0,0.0,43,50,79480.79999999997,52600.799999999974,1848.390697674418,1052.0159999999994,4,2,3,1,0,32,23,18,21623.49139784946,4513.877188054464,31,62,7,0.3333333333333333,0.46236559139784944,1.5110188438198662,39740.79999999999,3.399999999999998,2,76.2
456,1,265,1234943.2,9061.27849056605,10175.759224293095,1398,40557.52452830184,700.0,78468.1,77768.1,4660.163018867925,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7097.0,7097.0,0.0,93,172,1234943.2,1166295.5999999992,13278.959139784945,6780.788372093019,3,2,3,47,0,131,0,41,40557.52452830184,12454.54292243239,78,187,7,0.2943396226415094,0.35094339622641507,1.0588595206909817,617472.0,0.6,2,77.6
459,1,248,137402.6,1052.0572580645169,1354.1840310635753,958,15533.012499999995,1100.0,25787.4,24687.4,554.042741935484,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,621.0,2484.0,0.0,74,174,137402.6,123507.60000000015,1856.791891891892,709.8137931034491,4,2,5,12,0,66,31,108,15533.012499999995,3852.3027337154354,74,174,7,0.29838709677419356,0.29838709677419356,1.112503198183754,68701.70000000001,0.6,2,77.6
473,1,192,473054.50000000006,4637.83802083333,5877.974288413347,901,41576.79895833331,300.0,64632.5,64332.5,2463.8255208333335,1,0,1,2,3,0.0,0.0,0,0,0,0,0,2,0,3535.0,7070.0,0.0,69,123,473054.50000000006,417410.39999999944,6855.862318840581,3393.5804878048734,4,2,4,40,12,63,0,48,41576.79895833331,10022.967315419535,57,135,7,0.296875,0.359375,1.1333078907473333,236527.95,0.6,1,82.6
474,1,295,1273059.2999999998,8520.666101694926,10646.642630806155,1427,40424.927457627105,500.0,83714.4,83214.4,4315.455254237288,1,0,1,2,3,0.0,0.0,0,0,0,0,0,2,0,3111.0,6222.0,0.0,96,199,1273059.2999999998,1240537.199999999,13261.034374999997,6233.855276381904,4,2,4,49,12,103,0,84,40424.927457627105,13083.222298789811,84,211,7,0.2847457627118644,0.3254237288135593,1.026216142490528,636530.35,0.6,1,82.6
491,1,154,89129.49999999999,1059.0344155844168,1219.2193387027007,850,16781.155844155837,700.0,23616.7,22916.7,578.762987012987,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1032.0,2064.0,0.0,57,97,89129.49999999999,73961.80000000013,1563.675438596491,762.492783505156,4,2,2,1,0,49,28,48,16781.155844155837,3647.845658302424,47,107,7,0.3051948051948052,0.37012987012987014,1.2050747818468428,44565.149999999994,0.6,2,77.6
492,1,111,397027.60000000003,6727.212612612612,9803.029126560989,623,34935.01441441443,400.0,85265.9,84865.9,3576.8252252252255,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2712.5,5425.0,0.0,44,62,397027.60000000003,298815.0,9023.354545454546,4819.596774193548,3,3,4,24,0,41,0,26,34935.01441441443,18161.943851100194,36,75,7,0.32432432432432434,0.41509433962264153,1.328673594029751,198514.2,0.6,2,81.6
