client_id,recency_days,frequency,monetary_value,avg_transaction_amount,transaction_amount_volatility,customer_tenure_days,avg_balance,min_balance,max_balance,balance_range,monetary_per_transaction,total_account_count,loan_count,card_count,permanent_order_count,product_diversity_score,total_loan_amount,avg_loan_amount,active_loans,completed_loans,in_progress_loans,defaulted_loans,gold_cards,classic_cards,junior_cards,avg_order_amount,total_order_amount,loan_default_rate,credit_transaction_count,withdrawal_transaction_count,credit_amount,withdrawal_amount,avg_credit_amount,avg_withdrawal_amount,operation_type_diversity,transaction_type_diversity,transaction_category_diversity,cash_deposit_count,card_withdrawal_count,cash_withdrawal_count,collection_from_bank_count,remittance_to_bank_count,avg_account_balance,balance_volatility,weekend_transaction_count,weekday_transaction_count,transaction_day_diversity,weekend_transaction_ratio,credit_transaction_ratio,credit_withdrawal_ratio,clv_indicator,churn_risk,cross_sell_potential,engagement_score,predicted_transactions_1yr,expected_avg_profit,clv_1yr
1506,0,221,284901.50000000006,2460.0221719456977,2455.735594389512,1342,22955.81131221721,600.0,33970.6,33370.6,1289.1470588235295,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3176.0,3176.0,0.0,85,136,284901.50000000006,258763.40000000023,3351.782352941177,1902.6720588235312,4,2,4,1,0,97,44,39,22955.81131221721,4421.396625893402,69,152,7,0.3122171945701357,0.3846153846153846,1.101011580463079,142451.35000000003,0.0,2,78.0,60.1080476900149,1289.1470588235297,77488.11289120717
1513,0,268,1784093.4000000004,12955.717164179116,14827.062933253874,1374,63964.643283582096,800.0,152483.9,151683.9,6657.064925373135,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,116,129,1784093.4000000004,1366027.8000000005,15380.115517241382,10589.362790697676,2,3,2,71,0,152,0,0,63964.643283582096,27165.345700222144,77,191,7,0.2873134328358209,0.473469387755102,1.3060447232479455,892047.0000000002,0.0,3,77.0,71.19359534206696,6657.064925373135,473940.38646288216
1524,0,193,1197147.2999999998,12024.40569948187,14738.948622757664,1087,60570.1067357513,200.0,145543.4,145343.4,6202.835751295336,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,89,98,1197147.2999999998,1075390.0,13451.093258426965,10973.367346938776,2,3,2,53,0,104,0,0,60570.1067357513,27281.306734830472,57,136,7,0.2953367875647668,0.4759358288770053,1.113221528933689,598573.95,0.0,3,77.0,64.8068077276909,6202.835751295336,401985.98390064394
1531,0,381,789196.2,4008.7753280840034,4775.243439440117,1739,29408.94908136481,400.0,58411.6,58011.6,2071.3811023622047,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3719.5,7439.0,0.0,127,254,789196.2,738147.1999999988,6214.143307086614,2906.0913385826725,3,2,4,70,0,149,0,105,29408.94908136481,8406.678810025262,107,274,7,0.2808398950131233,0.3333333333333333,1.069158292546529,394598.7,0.0,2,78.0,79.96837262794709,2071.3811023622047,165644.9758481886
1556,0,468,3333099.1,14125.348504273496,15691.214722876615,1864,67098.58290598303,500.0,150358.7,149858.7,7122.006623931624,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,8500.0,8500.0,0.0,191,241,3333099.1,2817400.0,17450.780628272252,11690.456431535267,3,3,3,129,0,218,0,59,67098.58290598303,27316.46865005463,126,342,7,0.2692307692307692,0.4421296296296296,1.1830407822815363,1666550.15,0.0,2,82.0,0.0,0.0,0.0
1563,0,403,709434.4999999995,3329.770967741945,4845.8618766621175,1580,44972.30794044663,1100.0,78251.4,77151.4,1760.3833746898251,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,1110.3333333333333,3331.0,0.0,112,291,709434.4999999995,632463.1999999989,6334.236607142853,2173.4130584192403,3,2,5,60,0,150,0,141,44972.30794044663,10957.758775621753,123,280,7,0.3052109181141439,0.2779156327543424,1.121700835716609,354717.84999999974,0.0,2,78.0,93.09810126582279,1760.3833746898251,163888.34968354422
1574,0,133,246444.09999999995,3578.327067669174,8056.50211409475,1568,22532.910526315794,600.0,68620.4,68020.4,1852.9631578947365,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,65,68,246444.09999999995,229473.4,3791.4476923076913,3374.608823529412,2,2,2,14,0,68,0,0,22532.910526315794,11853.836075611296,41,92,7,0.3082706766917293,0.4887218045112781,1.0739549769167145,123222.34999999998,0.0,3,73.0,30.959821428571427,1852.9631578947365,57367.40848214284
1581,0,269,339244.2,2474.924163568769,2501.550944610384,1487,21214.701858736054,500.0,36036.1,35536.1,1261.1308550185877,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3297.0,3297.0,0.0,122,147,339244.2,326510.399999999,2780.6901639344264,2221.1591836734624,3,2,3,73,0,103,0,44,21214.701858736054,5502.776432717091,80,189,7,0.2973977695167286,0.4535315985130111,1.0389996765799836,169622.7,0.0,2,78.0,66.02891728312038,1261.1308550185875,83271.10490921319
1588,0,102,900178.3,17240.495098039213,16348.119829330044,456,66813.0882352941,200.0,165716.3,165516.3,8825.277450980393,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,51,49,900178.3,846075.2000000001,17650.554901960786,17266.84081632653,2,3,2,36,0,51,0,0,66813.0882352941,34803.22298494302,24,78,7,0.2352941176470588,0.51,1.0639459707600458,450089.45,0.0,3,77.0,0.0,0.0,0.0
1599,0,175,722781.2,7826.633142857157,8699.278314401932,955,50986.61828571426,600.0,85935.8,85335.8,4130.178285714285,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,9720.0,9720.0,0.0,64,111,722781.2,646879.5999999994,11293.45625,5827.744144144139,3,2,3,33,0,85,0,26,50986.61828571426,15234.45212539436,51,124,7,0.2914285714285714,0.3657142857142857,1.1173349723812602,361391.2,0.0,2,78.0,66.8848167539267,4130.178285714285,276246.2178010471
1606,0,268,335226.30000000005,2429.5787313432784,6190.128032132306,1590,28637.970149253742,400.0,91929.5,91529.5,1250.8444029850748,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,129,139,335226.30000000005,315900.8000000003,2598.6534883720933,2272.6676258992825,2,2,2,77,0,139,0,0,28637.970149253742,13306.366138807523,86,182,7,0.3208955223880597,0.4813432835820895,1.0611758501402964,167613.45,0.0,3,73.0,61.522012578616355,1250.8444029850748,76954.46509433964
1613,0,407,1701326.2,8125.603439803455,9622.0553569779,2107,67952.1525798526,300.0,116645.7,116345.7,4180.162653562654,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4755.0,4755.0,0.0,140,267,1701326.2,1605794.3999999985,12152.33,6014.211235955051,3,2,3,71,0,203,0,64,67952.1525798526,20795.318233300048,120,287,7,0.2948402948402948,0.343980343980344,1.0594919249936363,850663.7,0.0,2,78.0,70.50545799715235,4180.162653562654,294724.28239202657
1624,0,105,382911.50000000006,6939.625714285713,10703.736878485552,448,42996.93619047619,700.0,87446.3,86746.3,3646.776190476191,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,2068.0,8272.0,0.0,34,67,382911.50000000006,313856.20000000007,11262.102941176472,4684.420895522389,3,3,5,19,0,34,0,37,42996.93619047619,20272.93153186288,35,70,7,0.3333333333333333,0.3366336633663366,1.220022099292606,191456.35000000003,0.0,2,82.0,85.546875,3646.776190476191,311970.3069196429
1631,0,105,75080.29999999999,1306.9819047619053,1785.747023968322,548,18616.35238095238,400.0,29868.7,29468.7,715.050476190476,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1033.5,2067.0,0.0,41,64,75080.29999999999,62152.79999999998,1831.2268292682925,971.1374999999996,4,2,4,5,0,37,18,27,18616.35238095238,5869.62282078565,31,74,7,0.2952380952380952,0.3904761904761905,1.2079954563591666,37540.74999999999,0.0,2,78.0,69.93613138686132,715.050476190476,50007.86405109488
1638,0,138,113154.70000000004,1428.38043478261,1401.078186383231,1007,21981.915942029,300.0,32946.0,32646.0,819.9615942028988,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2227.0,2227.0,0.0,63,75,113154.70000000004,83961.80000000016,1796.10634920635,1119.4906666666689,4,2,3,1,0,46,33,29,21981.915942029,5632.09202093666,39,99,7,0.2826086956521739,0.4565217391304347,1.3476926411772951,56577.95000000002,0.0,2,78.0,50.01986097318769,819.9615942028988,41014.36494538234
1656,0,125,424336.0,6688.652799999998,9508.816058655826,749,30655.602400000007,1100.0,133420.5,132320.5,3394.688,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4439.0,4439.0,0.0,53,65,424336.0,321364.6000000001,8006.339622641508,4944.070769230771,3,3,3,28,0,50,0,22,30655.602400000007,21364.76117245881,41,84,7,0.328,0.4491525423728814,1.3204192372152994,212168.6,0.0,2,82.0,60.91455273698264,3394.688,206785.90120160213
1663,0,358,1256667.3,6783.541620111747,8009.140861902588,1709,51307.78379888264,800.0,93208.5,92408.5,3510.243854748604,1,1,0,2,3,90672.0,45336.0,2,0,0,0,0,0,0,3909.5,7819.0,0.0,116,242,1256667.3,1171840.5999999987,10833.338793103449,4842.316528925615,3,2,4,60,0,166,0,76,51307.78379888264,12943.025179553804,108,250,7,0.3016759776536313,0.3240223463687151,1.0723875755798198,628334.55,0.0,1,83.0,76.45991808074898,3510.2438547486036,268392.95757753076
1674,0,172,226514.5,2444.550581395345,2601.3981998327868,990,36375.94011627907,1000.0,50912.5,49912.5,1316.9447674418602,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2173.0,2173.0,0.0,62,110,226514.5,193948.20000000016,3653.459677419354,1763.165454545456,4,2,4,1,0,82,32,28,36375.94011627907,6327.249810393069,50,122,7,0.2906976744186046,0.3604651162790697,1.167912360104398,113257.85,0.0,2,78.0,63.41414141414141,1316.9447674418604,83512.92171717172
1681,0,126,699563.0000000001,10603.125396825391,12069.52546774851,513,48904.22777777779,800.0,117375.0,116575.0,5552.087301587302,1,1,0,2,3,250944.0,125472.0,0,0,2,0,0,0,0,5801.85,11603.7,0.0,52,68,699563.0000000001,566169.8,13453.134615384615,8326.026470588236,3,3,4,35,0,55,0,19,48904.22777777779,27383.867767807027,38,88,7,0.3015873015873015,0.4333333333333333,1.235606349897151,349782.4000000001,0.0,1,87.0,89.64912280701755,5552.087301587302,497739.7563352827
1688,0,270,312282.1000000001,2068.058888888886,2614.2370634502445,1465,39580.55740740743,600.0,67265.7,66665.7,1156.600370370371,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1050.0,2100.0,0.0,93,177,312282.1000000001,246093.80000000025,3357.872043010754,1390.3604519774026,4,2,5,1,0,90,48,87,39580.55740740743,11466.09208788595,80,190,7,0.2962962962962963,0.3444444444444444,1.2689555771010883,156141.65000000008,0.0,2,78.0,67.26962457337883,1156.6003703703707,77804.07269624576
1692,6,67,67798.0,1546.238805970149,2099.7593888099477,1596,33711.55522388056,1000.0,48270.9,47270.9,1011.910447761194,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,46,21,67798.0,35800.0,1473.8695652173913,1704.7619047619048,2,2,1,32,0,21,0,0,33711.55522388056,8349.42136021369,20,47,7,0.2985074626865671,0.6865671641791045,1.893798882681564,33898.100000000006,16.799999999999997,3,64.0,0.0,0.0,0.0
1699,0,203,653656.3,6315.754187192115,6531.062410634557,1155,28845.508374384237,1000.0,54577.3,53577.3,3219.981773399015,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,9120.0,9120.0,0.0,78,125,653656.3,628441.7999999992,8380.208974358975,5027.534399999994,3,2,3,40,0,92,0,33,28845.508374384237,11290.21067912328,62,141,7,0.3054187192118227,0.3842364532019704,1.0401222515752466,326828.75,0.0,2,78.0,64.15151515151516,3219.981773399015,206566.70952380955
1717,18,344,2083765.7,12134.52848837209,15573.633177173053,1998,46694.65668604653,-6746.2,139708.8,146455.0,6057.4584302325575,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3688.0,3688.0,0.0,156,175,2083765.7,1913229.1,13357.472435897434,10932.737714285711,2,3,3,91,0,188,0,0,46694.65668604653,32860.95021847455,94,250,7,0.2732558139534883,0.4712990936555891,1.0891354830427782,1041879.85,10.8,2,74.80000000000001,0.0,0.0,0.0
1724,0,363,404220.7999999998,2122.012672176304,2183.694730503055,2092,25397.25564738293,400.0,46671.1,46271.1,1113.5559228650134,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2655.0,2655.0,0.0,133,230,404220.7999999998,366069.7999999985,3039.2541353383444,1591.60782608695,4,2,4,1,0,166,68,64,25397.25564738293,6499.431026643717,99,264,7,0.2727272727272727,0.3663911845730027,1.1042178294959089,202110.9999999999,0.0,2,78.0,63.33413001912046,1113.5559228650134,70526.09560229443
1731,0,210,532917.5999999999,4819.920952380948,5280.241361920218,1180,45127.30714285711,1000.0,76859.6,75859.6,2537.7028571428564,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,6046.0,6046.0,0.0,86,124,532917.5999999999,479265.7999999992,6196.716279069766,3865.046774193542,3,2,3,48,0,90,0,34,45127.30714285711,10163.33093329235,62,148,7,0.2952380952380952,0.4095238095238095,1.111945813784336,266459.3999999999,0.0,2,78.0,64.95762711864407,2537.7028571428564,164843.15593220334
1742,0,135,616738.7000000002,8733.775555555554,9955.093688183824,760,37691.040000000045,800.0,75327.9,74527.9,4568.4348148148165,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7949.0,7949.0,0.0,52,83,616738.7000000002,562320.9999999995,11860.35961538462,6774.95180722891,3,2,3,27,0,62,0,21,37691.040000000045,14041.51875640397,43,92,7,0.3185185185185185,0.3851851851851852,1.0967733732156555,308369.95000000007,0.0,2,78.0,64.83552631578948,4568.4348148148165,296196.8756578949
1749,0,270,323205.20000000007,2236.82296296296,2326.760584522255,1528,25430.151481481476,500.0,45209.9,44709.9,1197.0562962962963,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2425.0,2425.0,0.0,98,172,323205.20000000007,280737.00000000023,3298.01224489796,1632.1918604651175,4,2,4,1,0,126,50,46,25430.151481481476,6013.730014293289,75,195,7,0.2777777777777778,0.362962962962963,1.1512739681623718,161603.20000000004,0.0,2,78.0,64.49607329842932,1197.0562962962965,77205.43062827227
2431,0,339,2366815.600000001,13708.36755162244,15280.39471208482,1687,60919.11268436573,1000.0,115597.2,114597.2,6981.756932153394,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,12524.0,12524.0,0.0,113,209,2366815.600000001,2079354.000000005,20945.270796460183,9949.06220095696,5,3,3,3,12,163,55,51,60919.11268436573,20148.28770469239,97,242,7,0.2861356932153392,0.3509316770186335,1.138245628209528,1183408.7000000002,0.0,1,87.0,73.34617664493183,6981.756932153396,512085.17723770026
2445,0,105,637766.6000000004,11869.65333333332,13058.089934125332,868,48235.51428571429,1100.0,123956.4,122856.4,6073.967619047623,1,0,1,0,2,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,57,39,637766.6000000004,475246.0,11188.887719298253,12185.794871794871,3,3,2,31,5,43,0,0,48235.51428571429,25020.5872084924,29,76,7,0.2761904761904762,0.59375,1.3419715263253145,318883.9000000002,0.0,2,82.0,44.15322580645161,6073.967619047623,268185.26382488495
2463,0,217,1236773.1,11169.064976958522,14688.815751135447,1496,42950.99953917051,500.0,142587.3,142087.3,5699.415207373272,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,109,97,1236773.1,1029550.0,11346.542201834864,10613.917525773197,2,3,2,59,0,108,0,0,42950.99953917051,30635.80182081888,66,151,7,0.304147465437788,0.529126213592233,1.201275411587587,618386.8500000001,0.0,3,77.0,52.94451871657754,5699.415207373272,301752.79512032086
2464,752,36,39000.0,1919.4444444444443,2287.8335909070265,2042,17811.11111111111,700.0,26300.0,25600.0,1083.3333333333333,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,21,39000.0,30100.0,2600.0,1433.3333333333333,2,2,0,15,0,21,0,0,17811.11111111111,6361.346568041246,11,25,7,0.3055555555555556,0.4166666666666667,1.2956810631229236,19349.9,476.8,3,20.2,0.0,0.0,0.0
2478,0,200,268174.3,2392.172499999996,2472.161545333337,1275,32960.89000000001,600.0,61380.6,60780.6,1340.8715,1,0,1,0,2,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,98,102,268174.3,210260.20000000024,2736.472448979592,2061.3745098039235,3,2,2,56,2,100,0,0,32960.89000000001,10323.101050137797,67,133,7,0.335,0.49,1.2754401451154318,134087.75,0.0,2,78.0,57.25490196078431,1340.8715,76771.4662745098
2481,0,266,1005459.5999999996,7302.819548872198,7745.202896897324,1499,46200.21127819554,300.0,85481.3,85181.3,3779.923308270676,1,0,1,2,3,0.0,0.0,0,0,0,0,0,2,0,4639.0,9278.0,0.0,101,165,1005459.5999999996,937090.399999999,9955.045544554452,5679.335757575752,4,2,3,52,13,108,0,44,46200.21127819554,14591.522058503431,83,183,7,0.3120300751879699,0.3796992481203007,1.072959022950188,502730.6999999999,0.0,1,83.0,64.76984656437625,3779.923308270675,244825.0527018011
2495,0,311,1511605.4999999998,9618.347588424458,13567.675751443536,2094,48848.15530546623,200.0,154130.6,153930.6,4860.467845659164,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,144,152,1511605.4999999998,1249963.5999999985,10497.260416666664,8223.444736842095,2,3,2,75,0,167,0,0,48848.15530546623,22113.045805545597,80,231,7,0.2572347266881029,0.4864864864864865,1.2093196153872017,755803.0499999999,0.0,3,77.0,54.20964660936007,4860.467845659164,263484.24426934094
2496,0,129,415758.3,6040.884496124028,8796.405047912769,559,55521.72248062013,900.0,81090.0,80190.0,3222.932558139534,1,0,1,4,3,0.0,0.0,0,0,0,0,0,4,0,1353.5,5414.0,0.0,38,91,415758.3,363515.8000000001,10941.007894736842,3994.6791208791215,4,2,5,20,1,35,0,55,55521.72248062013,13387.97767902614,37,92,7,0.2868217054263566,0.2945736434108527,1.143714523550283,207880.05,0.0,1,83.0,84.23076923076923,3222.9325581395346,271470.08855098387
2513,0,339,1683100.9999999995,9591.60825958703,10705.238748518046,1901,71335.48849557525,1000.0,126871.3,125871.3,4964.899705014748,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,6746.0,6746.0,0.0,129,210,1683100.9999999995,1568454.1999999988,13047.294573643409,7468.829523809518,4,2,3,67,16,137,0,57,71335.48849557525,22303.29633164253,98,241,7,0.2890855457227139,0.3805309734513274,1.0730954082050983,841551.3999999998,0.0,1,83.0,65.0894266175697,4964.899705014748,323162.4750131509
2514,0,83,306712.30000000005,6946.179518072286,8724.443355641373,504,40629.39277108431,600.0,65663.5,65063.5,3695.328915662651,1,1,0,1,3,44640.0,44640.0,0,0,1,0,0,0,0,1860.0,1860.0,0.0,34,49,306712.30000000005,269820.6000000001,9020.95,5506.542857142859,3,2,3,18,0,46,0,3,40629.39277108431,11521.442631721366,24,59,7,0.2891566265060241,0.4096385542168674,1.1367267732708324,153357.05000000002,6.800000000000002,1,79.6,60.10912698412698,3695.328915662651,222122.99503968254
2528,0,150,248566.6,3156.518666666664,3695.6123306666505,686,27109.414666666675,600.0,44322.1,43722.1,1657.1106666666667,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,2158.0,6474.0,0.0,49,101,248566.6,224911.2000000001,5072.787755102041,2226.8435643564367,3,2,5,27,0,49,0,52,27109.414666666675,8185.946175208283,46,104,7,0.3066666666666666,0.3266666666666666,1.10517662081746,124283.9,0.0,2,78.0,79.81049562682216,1657.1106666666667,132254.82361516036
2531,0,348,401686.5,2250.352011494248,2160.960733259072,1982,23071.26408045977,400.0,36608.7,36208.7,1154.271551724138,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3240.0,3240.0,0.0,154,194,401686.5,381435.9999999986,2608.353896103896,1966.164948453601,3,2,3,89,0,133,0,61,23071.26408045977,5314.787533650049,94,254,7,0.2701149425287356,0.4425287356321839,1.0530901645361253,200843.85,0.0,2,78.0,64.08678102926336,1154.271551724138,73973.54818365286
2545,0,201,138909.60000000006,1244.7562189054736,1464.722367506427,879,25884.0552238806,600.0,33387.9,32787.9,691.0925373134331,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,769.6666666666666,2309.0,0.0,73,128,138909.60000000006,111286.40000000014,1902.8712328767133,869.4250000000011,4,2,5,15,0,56,29,72,25884.0552238806,4058.615286730738,59,142,7,0.2935323383084577,0.36318407960199,1.2482172125255186,69455.40000000004,0.0,2,78.0,83.46416382252559,691.0925373134331,57681.460750853264
2546,0,180,383345.2,4051.475555555552,4455.613631266852,878,25224.07166666666,500.0,50845.6,50345.6,2129.6955555555555,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3748.5,7497.0,0.0,65,115,383345.2,345920.40000000014,5897.618461538462,3008.003478260871,3,2,4,36,0,66,0,49,25224.07166666666,8689.795917599486,54,126,7,0.3,0.3611111111111111,1.1081890515852777,191673.2,0.0,2,78.0,74.82915717539863,2129.6955555555555,159363.32346241458
2563,0,213,424106.0,3731.0910798122018,3623.412547138359,1197,27600.97887323942,500.0,61870.1,61370.1,1991.1079812206567,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,5688.0,5688.0,0.0,94,119,424106.0,370616.3999999992,4511.765957446809,3114.423529411758,3,2,3,55,0,84,0,35,27600.97887323942,8763.234518406995,59,154,7,0.2769953051643192,0.4413145539906103,1.144326047093439,212053.6,0.0,2,78.0,64.94987468671678,1991.1079812206572,129322.21386800331
2578,0,309,1489301.4999999998,9440.091585760538,10611.586098216623,1910,45962.24174757285,700.0,77596.8,76896.8,4819.745954692556,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,128,181,1489301.4999999998,1427686.8000000005,11635.167968749998,7887.772375690609,2,2,2,65,0,181,0,0,45962.24174757285,14225.135171563592,95,214,7,0.3074433656957929,0.4142394822006472,1.0431570145496891,744651.0499999999,0.0,3,73.0,59.04973821989529,4819.745954692556,284604.7369109947
2581,0,204,409990.9,3736.241666666664,4995.218145719888,877,40347.106372549024,300.0,63756.9,63456.9,2009.75931372549,1,1,0,3,3,68796.0,22932.0,0,0,3,0,0,0,0,1465.3333333333333,4396.0,0.0,60,144,409990.9,352202.40000000014,6833.181666666666,2445.850000000001,3,2,5,31,0,73,0,71,40347.106372549024,9200.582653551666,55,149,7,0.2696078431372549,0.2941176470588235,1.164077530420008,204996.35,0.0,1,83.0,84.903078677309,2009.7593137254903,170634.75313568983
2582,0,102,217718.3,3999.236274509801,4254.763909025084,562,24060.64705882354,300.0,40275.7,39975.7,2134.493137254902,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3420.5,6841.0,0.0,44,58,217718.3,190203.80000000008,4948.143181818182,3279.375862068967,3,2,4,26,0,31,0,27,24060.64705882354,6774.082923057235,33,69,7,0.3235294117647059,0.4313725490196078,1.1446579931631229,108859.75,0.0,2,78.0,66.24555160142349,2134.4931372549017,141400.67526690388
2596,0,428,1459318.1,6695.591822429922,8246.81916079588,2035,45042.436214953246,200.0,70786.1,70586.1,3409.6217289719625,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2815.0,5630.0,0.0,135,293,1459318.1,1406395.1999999986,10809.763703703702,4799.983617747435,3,2,4,68,0,167,0,126,45042.436214953246,11078.225548709532,122,306,7,0.2850467289719626,0.3154205607476635,1.0376301767810363,729659.6499999999,0.0,2,78.0,76.76658476658477,3409.621728971963,261745.0154791155
2613,0,233,900742.5000000003,7497.266523605163,9231.548707089958,1095,40695.68240343345,600.0,82381.3,81781.3,3865.84763948498,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4359.5,8719.0,0.0,74,159,900742.5000000003,846120.5999999993,12172.19594594595,5321.513207547166,3,2,4,38,0,95,0,64,40695.68240343345,14907.1324470262,65,168,7,0.278969957081545,0.3175965665236051,1.0645556909972422,450371.85000000015,0.0,2,78.0,77.66666666666666,3865.84763948498,300247.50000000006
2614,0,135,280026.60000000003,3863.574814814812,4091.903354564025,781,29219.240740740726,200.0,46204.6,46004.6,2074.271111111111,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,6084.0,6084.0,0.0,61,74,280026.60000000003,241556.0000000001,4590.6,3264.270270270272,3,2,3,36,0,53,0,21,29219.240740740726,6697.255104215498,41,94,7,0.3037037037037037,0.4518518518518518,1.1592616204937982,140013.90000000002,0.0,2,78.0,63.0921895006402,2074.271111111111,130870.30601792573
2631,0,54,224319.8,7810.933333333328,10566.889594174429,433,42112.42222222223,400.0,85840.6,85440.6,4154.07037037037,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4367.0,4367.0,0.0,24,29,224319.8,193989.60000000003,9346.658333333333,6689.296551724139,3,3,3,12,0,24,0,6,42112.42222222223,18185.935274527605,15,39,7,0.2777777777777778,0.4528301886792453,1.1563496187424478,112160.5,18.4,2,72.8,45.519630484988454,4154.07037037037,189091.7482678984
2645,0,236,253374.4,2019.176271186436,2154.066261497994,1443,27439.43898305086,900.0,40765.7,39865.7,1073.620338983051,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2004.0,2004.0,0.0,91,145,253374.4,223151.20000000024,2784.334065934066,1538.97379310345,4,2,4,1,0,103,47,42,27439.43898305086,6248.656558823901,67,169,7,0.2838983050847458,0.3855932203389831,1.1354382140898178,126687.80000000002,0.0,2,78.0,59.69507969507969,1073.6203389830507,64089.851697851685
2646,0,340,369386.5000000001,2086.714999999996,2244.481491674745,2003,23552.696764705877,1000.0,34438.8,33438.8,1086.4308823529416,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2283.0,2283.0,0.0,133,207,369386.5000000001,340096.5999999986,2777.342105263159,1642.9787439613458,4,2,4,1,0,145,66,62,23552.696764705877,4761.004956303066,91,249,7,0.2676470588235294,0.3911764705882353,1.0861222958418333,184693.8500000001,0.0,2,78.0,61.95706440339491,1086.4308823529416,67312.06814777837
2663,0,422,202596.69999999984,919.9988151658736,1103.261688914567,1913,16886.6018957346,300.0,23520.3,23220.3,480.08696682464415,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,698.6666666666666,2096.0,0.0,127,295,202596.69999999984,185642.80000000037,1595.249606299211,629.2976271186452,4,2,2,1,0,120,63,175,16886.6018957346,2674.8522391931688,118,304,7,0.2796208530805687,0.3009478672985782,1.091325384017045,101298.94999999992,0.0,2,78.0,80.51751176163094,480.08696682464415,38655.40799790901
2681,0,168,525082.1000000001,5989.405357142854,6410.046349503686,1069,35564.7625,400.0,62907.8,62507.8,3125.488690476191,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,948.0,948.0,0.0,74,94,525082.1000000001,481138.0000000002,7095.704054054056,5118.48936170213,2,2,2,39,0,94,0,0,35564.7625,10604.517834596394,54,114,7,0.3214285714285714,0.4404761904761904,1.0913336714206734,262541.65,0.0,2,78.0,57.36202057998129,3125.488690476191,179284.34658559406
2696,0,222,734259.6999999998,6439.734684684693,7871.791680902411,1048,36308.06711711711,1100.0,65764.5,64664.5,3307.4761261261256,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4041.0,8082.0,0.0,72,150,734259.6999999998,695361.3999999993,10198.051388888887,4635.742666666662,3,2,4,38,0,92,0,58,36308.06711711711,10379.163669707616,70,152,7,0.3153153153153153,0.3243243243243243,1.055939688340481,367130.4499999999,0.0,2,78.0,77.31870229007635,3307.4761261261256,255729.7619274809
